회사명,고유번호
피알아이오토메이션잉크,342720
GoldmanSachsInternational,420462
드림론일차유동화전문유한회사,423238
시흥유통관리,265148
KTB프라임9호혼합형사모펀드,435826
뉴스테이트타이탄혼합형펀드,435844
신이천삼유동화전문유한회사,433475
지우산업,432360
크레디피아이천삼유동화전문유한회사,433280
노량진정진,380216
인터파크테크놀러지,364874
피이아이코리아사모엠엔에이이호펀드,435279
텔슨저축제일차유동화전문유한회사,430681
서울캐피탈홀딩스,388209
에스지홀딩스,429791
미래엔텍프로패셔널,429807
한원홀딩스,429825
J.&W.Seligman&Co.Incorporated,432120
R&JHOLDINGSLIMITED,433147
예스닉,331487
대명전자,430441
부라더유통,204147
알텍,430371
마이다스국공채혼합형펀드,348450
브레인룸,234467
부산벼룩시장,319193
고려종합금융,122296
티와이아이비유동화전문유한회사,399339
전일실업,147408
엘에이알강서몰유동화전문유한회사,439716
외환카드제칠차유동화전문유한회사,431015
안성산업,366182
텔레포인트인베스트먼트,409414
스카이다이텍,441793
한국주택저당채권유동화,326704
우경물산,365891
에스엠홀딩스,442127
풍림종합건설,442880
원일,437693
조광종합건설,209391
한보금속공업,220774
대성약품,441517
루텍,248655
디지탈선일,441915
계림개발,409089
에스에프건설,386113
쌍삼,446293
세이퍼컴퓨터,405029
광주삼성의료센타,436162
양지,446947
청호인터내셔날,209814
청호테크,227591
대상디벨러먼트,454724
케이투이앤씨,447830
금문기업,416371
우보텔레콤,408664
새로운넷,365509
화산기공,454681
서초엔터프라이즈,305622
일신가공,170655
이지체크제일차유동화전문유한회사,419527
동남기업,367242
신광화학,305145
유테크정보통신,357421
삼정건설,190996
클로버유동화전문유한회사,374747
ABNAMROASIASECURITIESSINGAPOREPTELTD,457253
피이아이코리아사모엠엔에이삼호펀드,457271
가우디,237206
StandardPacificCapitalLLC,424477
다승종합건설,459394
현대증권유럽,459631
다산씨앤드아이,267827
ABNAMROASIASECURITIESLTD,457439
LGSecurities(H.K.)Limited,458304
미래부동산투자개발,447450
씨케이엠유동화전문유한회사,460451
서샘,457332
한백디스템,296087
프론트스카이유동화전문유한회사,459251
제니스투자자문,459260
엠탑,457998
동명해운,246240
삼환토공,448130
채널커뮤니케이션,450968
슐럼버제코리아,257352
나래통신기술,259217
테크노캐피탈,305987
새솔산업개발,454663
신평,418139
넥스토아,455334
영화훼라이트,310882
우주,234184
시티관광호텔,258795
써모텍,452911
경기아스콘,454964
청보주택,393566
흥원실업,415877
유쎄페,455972
신호기공,176297
성우이컴,300344
동방미디어,387884
굳모닝쏠트,456175
피어리스,155902
선암,454928
하봉,456634
에프앤디물산,409919
윤성개발,221542
볼카노유통,456290
장유워터피아,411783
제이엠글로벌,411163
금광종합목재,105563
달리바코리아,377249
토펙스,139977
제이오,426767
대원씨앤디,453859
통영메디칼타운,454122
밸류텍,371166
세일산업,134413
진영산업,310934
동방철관,115515
훼스트시스템,189097
아이클러스터,363307
인백,456272
풍년가전,346319
거농기계,446521
계우제지,419509
클릭티브이,359988
수산정밀,182401
쇼박스,456102
다릉,450436
청마종합건설,456324
밀라노인터내셔날,455802
아담주택건설,456643
한국벤처금융,134635
국제화장품,455644
예원테크,407045
서석개발,408886
코리아이멕스,232715
한빛화장품,455556
상아화장품,455680
충남연합방송,456582
크라운컨트리클럽,217929
오토큐브,456670
대국무역,447849
핸손테크놀로지,399108
컴뮤웍스,450959
성원레저,456838
신화개발,455194
이삼,455282
한솔스포렉스,435604
윤원유통,455617
문창레미콘산업,450241
산동회계법인,260170
경인조선공업,231008
ElectraFarEastL.P.,337199
삼경산업,180324
프론티어제일차유동화전문유한회사,334271
금화건설,139490
PilgrimWorldwideEmergingMaketsFund,340120
밀레텍,337302
아이엠코리아,337320
신화건설,137757
케이맥,341925
이지게임텍,341943
KensingtonTechnologyInvestmentsLimited,341961
신코,262053
제이앤씨월드,337393
TOWATECHNOS,337418
이글에이스,337515
태성제약,339823
골드윈텔레콤,337676
법무법인김신앤드유,337737
이머징창업투자,161213
캠코미래제9차유동화전문유한회사,319528
세화섬유,134820
케이엠티,221737
신일스킨스공업,207047
아이돔,370185
이누카,362539
삼양건설,180652
넥스텍스,110714
선명주택,370440
금강화학,234935
신우교통,136819
진웅화학,257705
미래랩,320889
자유실업,185116
한성버스,161897
부산동부시외버스정류장,303721
유진코하드웨어,361099
대광산업,262992
대덕아이텍,362256
만나,240617
중앙공업,149682
대경통상,215648
유신섬유,202307
한국삼협화성,365350
신한제삼차유동화전문유한회사,384072
대광직물,108898
WORLDINVESTMENTSERIESINC.,385761
퓨처파워코리아,363653
MASK(L)LIMITED,331672
오주개발,183206
언어공학연구소,338480
신우기업구조조정투자회사,384151
PHOTO(L)LIMITED,331663
인터넷기술금융,263681
조양주택,170798
적고정밀,232168
디오그라피,380951
미래로유동화전문유한회사,338028
베스트이지제2차유동화전문유한회사,339966
휴먼캐피탈,381987
세종회계법인,260046
다산기술,383082
TaikooInvestmentsLimited,371652
중앙종합금융,149895
KornhillManagementLtd,394343
PACIPICA.C.LT,394459
이스트엔터테인먼트,396387
디조벤처,394440
API(LABUAN)LIMITED,394565
타워홀딩스,392743
명지캐피탈,254993
신엘지프라이머리일차유동화전문유한회사,394723
에스비에프케이사모엠엔에이일호펀드,394732
그레이스유동화전문유한회사,394769
두산테크팩,119511
"FitchRatings.,Ltd",396581
농부가,396633
엠디에스프레이닝,392868
제이씨피아이씨케이,350330
아이비씨에스캐피탈,394918
엔바이오솔루션,400936
"PacificapPacificRimFIFund,LLC",466899
신우,219316
CARLSONFUNDMANAGEMENTCOMPANYS.A,476513
ArtisanPartnersLimitedPartnership,473181
인탑도시개발,472465
인터내쇼날한성,145932
나노텍코리아,371874
엔에스엔,473233
케이비제일차유동화전문유한회사,464518
현엔유동화전문유한회사,467490
도공제일차유동화전문유한회사,467074
엔크린제일차유동화전문유한회사,466604
삼익주택,127893
한국에이비시스템,208967
씨스코유통,371111
한진건설,162753
컴웨어,470379
신보파트너제삼차유동화전문유한회사,465872
넥스밸리,472456
케이엔오제일차유동화전문유한회사,468189
아이소프트,265032
펜타컴퓨터,241430
쎈서스,237233
삼강건설,124939
삼일티앤씨,237835
영원네트워크,295103
INTERNATIONALFINANCECORPORATION,291824
에이치에이피,235545
현대창업투자,164894
구삼제강,258485
극동개발,105077
미켈란젤로,193416
우림,230522
중진건설,227829
대초종합건설,263256
아태산업,239152
신광개발,256247
해성산업,164168
성신,259101
동림산업,262150
반도환경개발,223902
동호전자,208356
온라인잉글리쉬,319573
정현인터넷,319050
AURIOLINVESTMENTLIMITED,315896
코포텍,294052
라시벤쳐인베스트먼트,311182
비스티온인터내셔날홀딩스잉크,311191
포드모터컴퍼니,311225
프로몬토리아코리아홀딩스II,311243
국민콘크리트공업,202875
보스톤트러스트벌처펀드,315674
쥬리아개발,221472
태평양생명보험,154347
월드바이오테크,314709
네오팬넷,319874
중산엔피아,319917
금성정밀,216364
TheKoreanInvestmentFund,311678
에섹한국,236517
강원도시가스,112183
나이스칩,312127
지오스페이스,312136
해주종합개발,261294
비제이집짓는사람들,410571
이수파이낸스,249052
새한아이티,361868
청원건설,411233
태원산업,238700
진양건설,301714
일동제관공업,146074
스페이스테크놀로지,371236
한별텔레콤,103459
한솔코아,229562
승우무역,135449
와우컴,139348
에셀종합건설,408734
유티아이테크,372907
삼일화섬,358262
영신,140849
성창섬유,202325
보림콘크리트,192994
삼원종합건설,362982
제미로,397571
이동상역,356264
구본그래픽스,310129
동헌산업,223452
에지텍,357041
엡스이공일산업,369921
하나로제오차유동화전문유한회사,349866
농협중앙회제삼차유동화전문유한회사,351764
한빛제육차유동화전문유한회사,353300
신세영,258290
대일성업,365703
크레디피아제구차유동화전문유한회사,354211
크레디피아제십일차유동화전문유한회사,357175
크레디피아제십이차유동화전문유한회사,357184
삼성프론티어제삼차유동화전문유한회사,359881
선명종합건설,370662
한국휘슬러,234041
컴팩코리아,157274
광우,259563
동화종합건설,199979
한국캐스트롤,187646
서원인더스트리,369198
에프아이티아시아,351986
에스지아이,293938
교보제이차유동화전문,319786
미조투자개발,385877
드림풀유동화전문유한회사,338134
캠코미래제십삼차유동화전문유한회사,379052
진로베스토아,186355
하나로제육차유동화전문유한회사,360586
기보일차유동화전문유한회사,370972
인퍼텔,323080
체이스기업구조조정전문,384258
해룡유동화전문유한회사,375418
케이원글로벌홀딩스,363316
엘지프라이머리이차유동화전문유한회사,322559
NOKCorporation,376763
M.KingdonOffshoreN.V,383125
하이론코리아,382977
모간스탠리인터내셔날증권회사서울지점,383213
계림공업,244446
"NOKVibracousticCo.,Ltd",293974
성신,370459
광서엔터프라이즈,240194
경진인더스트리,102326
비스코,406523
백화점세이,404552
동남,252764
프로토자동차,267711
성주주택건설,404765
제너럴써키트,158945
미래에셋이글오호전환형펀드,289120
